Time,Press,GeopAlt,Temp,RH,O3_mPa,O3_ppmv,O3_DU,Wind_Dir,Wind_Spd,TPump,O3CellI,GPS_Lat,GPS_Lon,GPS_Alt
sec,hPa,km,C,%,mPa,ppmv,DU,deg,m/s,C,uA,deg,deg,km
0,826.3,1.8,22.3,62,3.8806,0.047,0,42,1.9,40.79,0.99,-1.3018,36.7593,9000
2,824.01,1.824,22.1,53,3.8806,0.0471,0.09,89,1.4,40.79,0.99,-1.3018,36.7591,9000
4,822.7,1.838,21.98,53,3.8806,0.0472,0.13,91,1.6,40.79,0.99,-1.3018,36.7591,9000
6,821.55,1.85,21.96,54,3.8398,0.0467,0.18,88,1.8,40.79,0.98,-1.3018,36.7591,9000
8,820.61,1.86,21.88,55,3.8398,0.0468,0.21,87,2,40.79,0.98,-1.3017,36.759,9000
10,819.83,1.868,21.7,55,3.8399,0.0468,0.24,87,2.1,40.8,0.98,-1.3017,36.7589,9000
12,818.83,1.879,21.41,55,3.8808,0.0474,0.28,86,2.2,40.8,0.99,-1.3017,36.7588,9000
14,817.88,1.889,21.24,56,4.0033,0.0489,0.31,87,2.3,40.8,1.02,-1.3018,36.7588,9000
16,817.01,1.898,21.12,56,4.0034,0.049,0.35,87,2.3,40.81,1.02,-1.3018,36.7587,9000
18,816.17,1.907,20.98,57,4.0034,0.0491,0.38,87,2.3,40.81,1.02,-1.3019,36.7587,9000
20,815.32,1.916,20.89,58,4.0443,0.0496,0.41,88,2.3,40.81,1.03,-1.3019,36.7587,9000
22,814.44,1.926,20.81,58,4.0852,0.0502,0.45,89,2.2,40.81,1.04,-1.3018,36.7587,9000
24,813.34,1.937,20.67,59,4.0852,0.0502,0.49,90,2.2,40.81,1.04,-1.3018,36.7587,9000
26,812.21,1.949,20.57,60,4.126,0.0508,0.54,91,2.1,40.81,1.05,-1.3018,36.7586,9000
28,811,1.962,20.5,62,4.126,0.0509,0.58,92,2.1,40.81,1.05,-1.3018,36.7585,9000
30,809.86,1.974,20.45,63,4.126,0.0509,0.63,92,2,40.81,1.05,-1.3019,36.7585,9000
32,808.77,1.986,20.27,64,4.126,0.051,0.67,92,2,40.81,1.05,-1.3018,36.7585,9000
34,807.51,2,19.97,65,4.1261,0.0511,0.72,91,1.9,40.81,1.05,-1.3017,36.7585,9000
36,806.05,2.015,19.9,65,4.1261,0.0512,0.78,90,1.9,40.81,1.05,-1.3017,36.7584,9000
38,804.53,2.032,19.82,65,4.1261,0.0513,0.85,88,1.8,40.82,1.05,-1.3017,36.7583,9000
40,803.25,2.045,19.68,66,4.0852,0.0509,0.9,87,1.8,40.82,1.04,-1.3017,36.7583,9000
42,802.11,2.057,19.6,67,4.0852,0.0509,0.94,85,1.9,40.82,1.04,-1.3018,36.7583,9000
44,800.8,2.072,19.54,66,4.0852,0.051,1,83,1.9,40.82,1.04,-1.3018,36.7582,9000
46,799.3,2.088,19.46,66,4.0852,0.0511,1.06,82,1.9,40.82,1.04,-1.3018,36.7582,9000
48,797.71,2.105,19.28,67,4.0853,0.0512,1.12,82,2,40.82,1.04,-1.3018,36.7582,9000
50,796.08,2.122,19.13,67,4.0853,0.0513,1.19,82,2,40.82,1.04,-1.3019,36.7582,9000
52,794.61,2.138,18.98,68,4.0444,0.0509,1.25,83,2.1,40.82,1.03,-1.3019,36.7582,9000
54,793.14,2.154,18.75,69,4.0444,0.051,1.3,85,2.1,40.82,1.03,-1.3018,36.7582,9000
56,791.77,2.169,18.52,68,4.0037,0.0506,1.36,87,2.2,40.83,1.02,-1.3017,36.7581,9000
58,790.65,2.181,18.41,69,4.0037,0.0506,1.4,89,2.2,40.83,1.02,-1.3018,36.758,9000
60,789.4,2.195,18.25,69,4.0037,0.0507,1.45,91,2.2,40.83,1.02,-1.3018,36.7579,9000
62,788.12,2.209,18.03,68,4.0037,0.0508,1.51,93,2.2,40.83,1.02,-1.3019,36.7579,9000
64,786.93,2.222,17.93,68,4.0037,0.0509,1.55,94,2.2,40.83,1.02,-1.3019,36.7578,9000
66,785.56,2.237,17.84,69,4.0037,0.051,1.61,95,2.2,40.83,1.02,-1.3019,36.7578,9000
68,784.12,2.253,17.67,71,4.0038,0.0511,1.67,94,2.1,40.83,1.02,-1.3019,36.7577,9000
70,782.7,2.268,17.5,73,4.0446,0.0517,1.72,93,2,40.84,1.03,-1.3018,36.7576,9000
72,781.27,2.284,17.4,73,4.0446,0.0518,1.78,90,2,40.84,1.03,-1.3017,36.7576,9000
74,779.63,2.302,17.24,73,4.0446,0.0519,1.85,86,2,40.84,1.03,-1.3017,36.7577,9000
76,777.88,2.321,17.01,73,4.0446,0.052,1.92,82,2,40.84,1.03,-1.3017,36.7577,9000
78,776.33,2.338,16.85,72,4.0038,0.0516,1.98,77,2,40.84,1.02,-1.3017,36.7576,9000
80,774.96,2.353,16.78,69,4.0039,0.0517,2.04,73,2.1,40.85,1.02,-1.3018,36.7576,9000
82,773.58,2.368,16.65,69,3.9632,0.0512,2.1,70,2.2,40.86,1.01,-1.3018,36.7576,9000
84,772.13,2.384,16.42,73,3.9633,0.0513,2.16,67,2.3,40.87,1.01,-1.3018,36.7575,9000
86,770.64,2.401,16.24,75,3.9634,0.0514,2.22,65,2.4,40.87,1.01,-1.3018,36.7574,9000
88,769.27,2.416,16.14,74,3.9632,0.0515,2.27,65,2.4,40.86,1.01,-1.3018,36.7574,9000
90,768.22,2.428,16.12,70,3.9224,0.0511,2.31,65,2.4,40.86,1,-1.3019,36.7574,9000
92,767.13,2.44,16.03,70,3.9223,0.0511,2.36,66,2.4,40.85,1,-1.302,36.7573,9000
94,765.8,2.454,15.87,69,3.9224,0.0512,2.41,68,2.4,40.86,1,-1.302,36.7572,9000
96,764.38,2.47,15.7,70,3.9224,0.0513,2.47,70,2.3,40.86,1,-1.302,36.7572,9000
98,763.11,2.484,15.57,72,3.9225,0.0514,2.52,73,2.2,40.87,1,-1.302,36.7573,9000
100,761.9,2.498,15.45,74,3.8817,0.0509,2.57,75,2.1,40.87,0.99,-1.302,36.7572,9000
102,760.68,2.512,15.31,75,3.8817,0.051,2.62,78,2,40.88,0.99,-1.3019,36.7571,9000
104,759.42,2.526,15.13,75,3.8817,0.0511,2.67,81,1.9,40.88,0.99,-1.3019,36.757,9000
106,758.34,2.538,14.98,75,3.8817,0.0512,2.71,83,1.8,40.88,0.99,-1.3019,36.757,9000
108,757.36,2.549,14.89,76,3.8816,0.0513,2.75,84,1.7,40.87,0.99,-1.302,36.757,9000
110,756.43,2.559,14.79,76,3.8818,0.0513,2.79,84,1.6,40.89,0.99,-1.3021,36.757,9000
112,755.38,2.571,14.69,76,3.8817,0.0514,2.83,83,1.5,40.88,0.99,-1.302,36.757,9000
114,754.11,2.585,14.57,76,3.9226,0.052,2.89,80,1.5,40.88,1,-1.302,36.757,9000
116,752.76,2.6,14.4,76,3.9227,0.0521,2.94,76,1.4,40.89,1,-1.302,36.757,9000
118,751.5,2.615,14.24,78,3.9227,0.0522,2.99,70,1.4,40.89,1,-1.302,36.7569,9000
120,750.4,2.627,14.11,80,3.9227,0.0523,3.04,64,1.4,40.89,1,-1.3019,36.7568,9000
122,749.34,2.639,13.98,81,3.882,0.0518,3.08,59,1.4,40.9,0.99,-1.302,36.7567,9000
124,748.38,2.65,13.84,82,3.8818,0.0519,3.12,53,1.4,40.88,0.99,-1.302,36.7567,9000
126,747.48,2.66,13.74,83,3.9226,0.0525,3.16,48,1.5,40.88,1,-1.3021,36.7568,9000
128,746.48,2.671,13.61,83,3.9228,0.0526,3.2,45,1.5,40.89,1,-1.3021,36.7568,9000
130,745.3,2.685,13.45,84,3.9229,0.0526,3.25,43,1.6,40.9,1,-1.3021,36.7568,9000
132,743.96,2.7,13.3,85,3.9638,0.0533,3.3,43,1.8,40.9,1.01,-1.3021,36.7568,9000
134,742.67,2.714,13.15,86,3.9638,0.0534,3.36,43,1.9,40.9,1.01,-1.3021,36.7568,9000
136,741.49,2.728,13.02,86,3.9638,0.0535,3.41,45,2,40.9,1.01,-1.3021,36.7567,9000
138,740.43,2.74,12.91,87,3.9228,0.053,3.45,48,2.2,40.89,1,-1.3022,36.7567,9000
140,739.24,2.753,12.77,88,3.9228,0.0531,3.5,50,2.4,40.89,1,-1.3023,36.7567,9000
142,738,2.768,12.64,88,3.9638,0.0537,3.55,53,2.7,40.91,1.01,-1.3023,36.7567,9000
144,736.78,2.782,12.51,89,3.9638,0.0538,3.61,55,3,40.91,1.01,-1.3023,36.7567,9000
146,735.56,2.796,12.38,89,3.9638,0.0539,3.66,57,3.3,40.91,1.01,-1.3023,36.7567,9000
148,734.29,2.81,12.3,89,3.9638,0.054,3.71,58,3.6,40.91,1.01,-1.3023,36.7566,9000
150,733.14,2.823,12.26,87,3.923,0.0535,3.76,58,3.9,40.91,1,-1.3023,36.7565,9000
152,732.1,2.835,12.18,85,3.9231,0.0536,3.81,58,4.2,40.92,1,-1.3023,36.7564,9000
154,731.01,2.848,12.03,86,3.8824,0.0531,3.85,58,4.4,40.93,0.99,-1.3024,36.7563,9000
156,729.92,2.86,11.87,88,3.8822,0.0532,3.9,57,4.7,40.92,0.99,-1.3025,36.7562,9000
158,728.92,2.872,11.8,90,3.8822,0.0533,3.94,56,4.9,40.92,0.99,-1.3026,36.7561,9000
160,727.84,2.884,11.71,90,3.8823,0.0533,3.98,54,5,40.92,0.99,-1.3026,36.7559,9000
162,726.7,2.897,11.56,92,3.8823,0.0534,4.03,52,5.2,40.92,0.99,-1.3026,36.7559,9000
164,725.63,2.91,11.45,93,3.8821,0.0535,4.08,50,5.3,40.91,0.99,-1.3027,36.7559,9000
166,724.57,2.922,11.34,94,3.8821,0.0536,4.12,48,5.3,40.91,0.99,-1.3028,36.7559,9000
168,723.39,2.936,11.18,95,3.8414,0.0531,4.17,45,5.4,40.92,0.98,-1.3029,36.7558,9000
170,722.16,2.95,11.07,96,3.8414,0.0532,4.22,43,5.5,40.92,0.98,-1.303,36.7557,9000
172,721.04,2.963,10.98,96,3.8413,0.0533,4.27,40,5.6,40.91,0.98,-1.303,36.7556,9000
174,719.89,2.976,10.88,95,3.8004,0.0528,4.32,37,5.7,40.91,0.97,-1.303,36.7555,9000
176,718.73,2.99,10.84,96,3.7597,0.0523,4.37,35,5.9,40.92,0.96,-1.3031,36.7555,9000
178,717.48,3.004,10.8,96,3.7596,0.0524,4.42,32,6,40.92,0.96,-1.3031,36.7554,9000
180,715.96,3.022,10.76,96,3.8006,0.0531,4.48,30,6.1,40.93,0.97,-1.3032,36.7554,9000
182,714.43,3.04,10.69,97,3.8006,0.0532,4.55,28,6.3,40.93,0.97,-1.3034,36.7554,9000
184,713.14,3.055,10.62,97,3.8005,0.0533,4.6,26,6.4,40.92,0.97,-1.3035,36.7553,9000
186,712.07,3.068,10.57,96,3.7596,0.0528,4.65,25,6.5,40.92,0.96,-1.3037,36.7553,9000
188,711.11,3.079,10.53,96,3.7596,0.0529,4.69,23,6.5,40.92,0.96,-1.3038,36.7552,9000
190,710.07,3.091,10.51,95,3.7596,0.0529,4.73,23,6.6,40.92,0.96,-1.3039,36.7551,9000
192,708.95,3.104,10.44,95,3.7596,0.053,4.78,22,6.6,40.92,0.96,-1.304,36.755,9000
194,707.96,3.116,10.36,95,3.7596,0.0531,4.82,22,6.6,40.92,0.96,-1.3042,36.755,9000
196,707.04,3.127,10.29,95,3.7597,0.0532,4.86,23,6.6,40.92,0.96,-1.3044,36.755,9000
198,706,3.139,10.12,95,3.8005,0.0538,4.9,24,6.6,40.92,0.97,-1.3045,36.755,9000
200,704.94,3.152,9.89,95,3.8007,0.0539,4.95,25,6.6,40.93,0.97,-1.3046,36.755,9000
202,703.94,3.163,9.85,96,3.8007,0.054,4.99,27,6.7,40.93,0.97,-1.3046,36.755,9000
204,703.13,3.173,9.77,95,3.8007,0.0541,5.02,28,6.8,40.93,0.97,-1.3047,36.755,9000
206,702.54,3.18,9.63,94,3.8008,0.0541,5.05,30,6.9,40.94,0.97,-1.3047,36.7549,9000
208,701.93,3.187,9.47,93,3.8008,0.0541,5.07,31,7.1,40.94,0.97,-1.3047,36.7548,9000
210,701.33,3.194,9.32,89,3.8008,0.0542,5.1,32,7.3,40.94,0.97,-1.3048,36.7547,9000
212,700.85,3.2,9.2,82,3.8008,0.0542,5.12,33,7.5,40.94,0.97,-1.305,36.7546,9000
214,700.31,3.206,9.06,76,3.7599,0.0537,5.14,34,7.7,40.94,0.96,-1.3052,36.7545,9000
216,699.75,3.213,8.92,74,3.7599,0.0537,5.17,34,7.9,40.94,0.96,-1.3053,36.7544,9000
218,699.23,3.219,8.78,78,3.6782,0.0526,5.19,33,8.1,40.94,0.94,-1.3054,36.7542,9000
220,698.68,3.226,8.66,82,3.6373,0.0521,5.21,33,8.3,40.94,0.93,-1.3056,36.7541,9000
222,698.03,3.234,8.64,78,3.6373,0.0521,5.24,32,8.4,40.94,0.93,-1.3058,36.7541,9000
224,697.27,3.243,8.79,70,3.5967,0.0516,5.27,31,8.6,40.97,0.92,-1.3059,36.754,9000
226,696.35,3.253,9.15,66,3.5558,0.0511,5.31,30,8.7,40.97,0.91,-1.306,36.754,9000
228,695.28,3.266,9.73,63,3.5557,0.0511,5.35,29,8.8,40.96,0.91,-1.3061,36.7539,9000
230,694.09,3.28,10.02,58,3.5151,0.0506,5.4,27,8.9,40.98,0.9,-1.3062,36.7539,9000
232,693.03,3.293,9.99,54,3.4743,0.0501,5.44,26,9,40.99,0.89,-1.3063,36.7538,9000
234,692.13,3.304,9.89,52,3.3926,0.049,5.47,24,9.1,40.99,0.87,-1.3065,36.7537,9000
236,691.17,3.316,9.79,53,3.3108,0.0479,5.51,23,9.2,40.99,0.85,-1.3067,36.7535,9000
238,690.08,3.329,9.67,57,3.3109,0.048,5.55,21,9.4,40.99,0.85,-1.3069,36.7535,9000
240,688.95,3.342,9.48,60,3.2291,0.0469,5.59,20,9.5,40.99,0.83,-1.307,36.7535,9000
242,687.79,3.356,9.32,59,3.2291,0.0469,5.64,18,9.7,40.99,0.83,-1.3072,36.7534,9000
244,686.58,3.371,9.26,57,3.1882,0.0464,5.68,17,9.9,40.99,0.82,-1.3074,36.7533,9000
246,685.44,3.385,9.15,56,3.1882,0.0465,5.72,15,10.1,40.98,0.82,-1.3075,36.7532,9000
248,684.37,3.398,9.01,57,3.1473,0.046,5.76,14,10.4,40.98,0.81,-1.3076,36.7533,9000
250,683.26,3.411,8.83,59,3.1473,0.0461,5.8,13,10.6,40.98,0.81,-1.3079,36.7533,9000
252,682.06,3.426,8.68,60,3.1473,0.0461,5.85,12,10.9,40.98,0.81,-1.3081,36.7532,9000
254,680.74,3.442,8.7,58,3.1064,0.0456,5.9,11,11.2,40.98,0.8,-1.3082,36.7532,9000
256,679.43,3.458,8.91,53,3.1065,0.0457,5.94,11,11.5,40.99,0.8,-1.3084,36.7531,9000
258,678.26,3.472,9.06,50,3.0657,0.0452,5.98,10,11.7,40.99,0.79,-1.3086,36.7531,9000
260,677.19,3.485,9,48,3.0248,0.0447,6.02,10,12,41,0.78,-1.3089,36.7531,9000
262,676.05,3.499,8.95,46,3.0248,0.0447,6.06,10,12.3,41,0.78,-1.3092,36.753,9000
264,674.89,3.513,9.15,41,2.9839,0.0442,6.1,9,12.6,41,0.77,-1.3094,36.7531,9000
266,673.83,3.526,9.28,38,2.9839,0.0443,6.14,9,12.8,41,0.77,-1.3096,36.7531,9000
268,672.78,3.539,9.24,38,2.9022,0.0431,6.18,9,13.1,41,0.75,-1.3097,36.753,9000
270,671.67,3.553,9.19,37,2.9022,0.0432,6.21,9,13.3,41,0.75,-1.31,36.7528,9000
272,670.6,3.566,9.16,36,2.8613,0.0427,6.25,9,13.5,41,0.74,-1.3103,36.7528,9000
274,669.5,3.58,9.1,36,2.8204,0.0421,6.29,9,13.7,41,0.73,-1.3106,36.7527,9000
276,668.36,3.594,8.99,36,2.8205,0.0422,6.33,9,13.9,41,0.73,-1.3109,36.7528,9000
278,667.16,3.609,8.85,36,2.7796,0.0417,6.37,9,14,41,0.72,-1.3111,36.7528,9000
280,665.88,3.624,8.69,35,2.7387,0.0411,6.41,9,14.1,41,0.71,-1.3113,36.7528,9000
282,664.55,3.641,8.55,35,2.7387,0.0412,6.45,8,14.2,41,0.71,-1.3115,36.7527,9000
284,663.24,3.657,8.46,35,2.6978,0.0407,6.49,8,14.3,41,0.7,-1.3118,36.7526,9000
286,661.99,3.673,8.33,35,2.6979,0.0408,6.53,8,14.4,41.01,0.7,-1.3121,36.7526,9000
288,660.77,3.688,8.24,35,2.657,0.0402,6.57,8,14.4,41,0.69,-1.3123,36.7526,9000
290,659.63,3.702,8.16,35,2.657,0.0403,6.61,8,14.5,41,0.69,-1.3126,36.7525,9000
292,658.61,3.715,8.1,35,2.6571,0.0403,6.64,8,14.5,41.02,0.69,-1.3129,36.7524,9000
294,657.68,3.727,8.03,34,2.6161,0.0398,6.67,8,14.6,41.01,0.68,-1.3132,36.7524,9000
296,656.92,3.736,7.92,34,2.6162,0.0398,6.69,8,14.6,41.02,0.68,-1.3135,36.7524,9000
298,656.2,3.745,7.89,34,2.6162,0.0399,6.72,8,14.7,41.02,0.68,-1.3137,36.7525,9000
300,655.43,3.755,7.81,33,2.6162,0.0399,6.74,9,14.8,41.02,0.68,-1.3139,36.7524,9000
302,654.53,3.766,7.68,33,2.6161,0.04,6.77,9,14.9,41.01,0.68,-1.3141,36.7523,9000
304,653.62,3.778,7.61,34,2.6161,0.04,6.8,10,15.1,41.01,0.68,-1.3143,36.7523,9000
306,652.76,3.789,7.54,35,2.6161,0.0401,6.83,10,15.3,41.01,0.68,-1.3146,36.7523,9000
308,651.9,3.799,7.43,36,2.6162,0.0401,6.85,11,15.5,41.02,0.68,-1.3149,36.7523,9000
310,651.15,3.809,7.38,36,2.6162,0.0402,6.88,11,15.7,41.02,0.68,-1.3152,36.7522,9000
312,650.39,3.819,7.29,37,2.6162,0.0402,6.9,12,15.9,41.02,0.68,-1.3156,36.7521,9000
314,649.59,3.829,7.17,37,2.6162,0.0403,6.93,13,16.1,41.02,0.68,-1.3159,36.752,9000
316,648.71,3.84,7.11,39,2.6163,0.0403,6.95,13,16.3,41.03,0.68,-1.3161,36.7519,9000
318,647.81,3.851,7.09,40,2.6163,0.0404,6.98,14,16.5,41.03,0.68,-1.3164,36.7518,9000
320,646.9,3.863,7.06,40,2.6163,0.0404,7.01,14,16.6,41.03,0.68,-1.3167,36.7517,9000
322,645.89,3.876,6.95,40,2.6163,0.0405,7.04,15,16.8,41.03,0.68,-1.317,36.7517,9000
324,645.06,3.886,6.85,40,2.6163,0.0406,7.07,16,16.9,41.03,0.68,-1.3172,36.7516,9000
326,644.4,3.895,6.82,39,2.6163,0.0406,7.09,16,17,41.03,0.68,-1.3175,36.7515,9000
328,643.67,3.904,6.81,39,2.6572,0.0413,7.12,17,17.1,41.03,0.69,-1.3178,36.7515,9000
330,643.06,3.912,6.8,39,2.6164,0.0407,7.13,17,17.1,41.04,0.68,-1.3182,36.7514,9000
332,642.44,3.92,6.71,39,2.6573,0.0414,7.15,17,17.1,41.04,0.69,-1.3185,36.7513,9000
334,641.73,3.929,6.58,39,2.6572,0.0414,7.18,18,17.1,41.03,0.69,-1.3188,36.7512,9000
336,641.1,3.937,6.47,39,2.6163,0.0408,7.2,18,17.2,41.02,0.68,-1.3192,36.7511,9000
338,640.48,3.945,6.46,40,2.6164,0.0409,7.22,18,17.2,41.03,0.68,-1.3195,36.751,9000
340,639.79,3.954,6.48,40,2.6572,0.0415,7.24,18,17.2,41.04,0.69,-1.3197,36.7508,9000
342,639.09,3.963,6.4,39,2.6164,0.0409,7.26,18,17.2,41.04,0.68,-1.32,36.7507,9000
344,638.42,3.971,6.25,39,2.6573,0.0416,7.29,18,17.3,41.04,0.69,-1.3202,36.7507,9000
346,637.8,3.979,6.14,40,2.6164,0.041,7.31,17,17.3,41.04,0.68,-1.3205,36.7506,9000
348,637.14,3.988,6.15,39,2.6163,0.0411,7.33,16,17.4,41.03,0.68,-1.3207,36.7504,9000
350,636.48,3.996,6.06,39,2.6163,0.0411,7.35,16,17.4,41.03,0.68,-1.321,36.7503,9000
352,635.9,4.003,5.96,39,2.6163,0.0411,7.37,15,17.5,41.03,0.68,-1.3214,36.7502,9000
354,635.34,4.011,5.87,38,2.5755,0.0405,7.39,14,17.5,41.04,0.67,-1.3218,36.7502,9000
356,634.77,4.018,5.75,38,2.5755,0.0406,7.4,13,17.5,41.04,0.67,-1.3221,36.7501,9000
358,634.17,4.026,5.65,39,2.6164,0.0413,7.42,13,17.4,41.04,0.68,-1.3224,36.75,9000
360,633.52,4.034,5.6,39,2.5755,0.0407,7.44,12,17.3,41.04,0.67,-1.3227,36.75,9000
362,632.88,4.043,5.56,39,2.6165,0.0413,7.46,12,17.2,41.05,0.68,-1.3231,36.75,9000
364,632.28,4.05,5.62,36,2.5755,0.0407,7.48,12,17,41.04,0.67,-1.3234,36.7499,9000
366,631.71,4.058,5.63,34,2.5755,0.0408,7.5,12,16.8,41.04,0.67,-1.3238,36.7498,9000
368,631.08,4.066,5.6,33,2.5755,0.0408,7.52,12,16.5,41.04,0.67,-1.3241,36.7498,9000
370,630.36,4.075,5.55,31,2.6164,0.0415,7.55,12,16.2,41.04,0.68,-1.3244,36.7498,9000
372,629.61,4.085,5.46,30,2.6164,0.0416,7.57,13,15.9,41.04,0.68,-1.3246,36.7497,9000
374,628.93,4.094,5.42,30,2.6164,0.0416,7.59,13,15.7,41.04,0.68,-1.3248,36.7497,9000
376,628.23,4.103,5.34,30,2.6163,0.0416,7.62,14,15.4,41.03,0.68,-1.325,36.7495,9000
378,627.5,4.112,5.22,29,2.6164,0.0417,7.64,15,15.2,41.04,0.68,-1.3253,36.7494,9000
380,626.75,4.122,5.14,29,2.6165,0.0417,7.67,15,15,41.05,0.68,-1.3256,36.7493,9000
382,626.01,4.132,5.11,28,2.6165,0.0418,7.69,16,14.8,41.05,0.68,-1.3259,36.7493,9000
384,625.28,4.141,5.09,27,2.6164,0.0418,7.71,17,14.7,41.04,0.68,-1.3262,36.7492,9000
386,624.57,4.15,5.07,27,2.6165,0.0419,7.74,17,14.6,41.05,0.68,-1.3264,36.7492,9000
388,623.81,4.16,4.98,27,2.6164,0.0419,7.76,18,14.5,41.04,0.68,-1.3266,36.7492,9000
390,623.1,4.17,4.84,27,2.6164,0.042,7.79,18,14.4,41.04,0.68,-1.3268,36.749,9000
392,622.45,4.178,4.76,26,2.6164,0.042,7.81,19,14.4,41.04,0.68,-1.327,36.7489,9000
394,621.76,4.187,4.68,25,2.6164,0.0421,7.83,20,14.3,41.05,0.68,-1.3273,36.7488,9000
396,620.94,4.198,4.54,24,2.6573,0.0428,7.86,20,14.3,41.04,0.69,-1.3276,36.7487,9000
398,620.03,4.21,4.41,23,2.6573,0.0429,7.89,21,14.2,41.04,0.69,-1.3279,36.7486,9000
400,619.19,4.221,4.32,23,2.6573,0.0429,7.92,21,14.1,41.04,0.69,-1.3282,36.7486,9000
402,618.47,4.23,4.37,24,2.6573,0.043,7.94,22,14,41.04,0.69,-1.3284,36.7486,9000
404,617.75,4.24,4.39,24,2.6573,0.043,7.97,22,13.8,41.04,0.69,-1.3285,36.7485,9000
406,617.08,4.249,4.27,23,2.6571,0.0431,7.99,23,13.6,41.02,0.69,-1.3287,36.7483,9000
408,616.43,4.257,4.12,22,2.6571,0.0431,8.01,23,13.4,41.02,0.69,-1.3289,36.7482,9000
410,615.75,4.266,4.01,21,2.6573,0.0432,8.03,24,13.1,41.04,0.69,-1.3292,36.748,9000
412,614.97,4.276,3.87,21,2.6163,0.0425,8.06,24,12.8,41.03,0.68,-1.3294,36.7479,9000
414,614.06,4.288,3.78,21,2.6162,0.0426,8.09,24,12.5,41.02,0.68,-1.3297,36.7478,9000
416,613.12,4.301,3.72,20,2.6571,0.0433,8.12,25,12.2,41.02,0.69,-1.33,36.7478,9000
418,612.27,4.312,3.72,20,2.6571,0.0434,8.15,25,11.9,41.02,0.69,-1.3301,36.7477,9000
420,611.53,4.322,3.74,19,2.6571,0.0435,8.18,25,11.6,41.02,0.69,-1.3303,36.7477,9000
422,610.81,4.332,3.64,19,2.6571,0.0435,8.2,25,11.3,41.02,0.69,-1.3305,36.7476,9000
424,610.07,4.341,3.55,18,2.6571,0.0436,8.23,25,11,41.02,0.69,-1.3306,36.7475,9000
426,609.36,4.351,3.51,18,2.6571,0.0436,8.25,26,10.8,41.02,0.69,-1.3307,36.7473,9000
428,608.64,4.36,3.39,18,2.6571,0.0437,8.28,26,10.5,41.02,0.69,-1.3309,36.7472,9000
430,607.88,4.371,3.26,17,2.6571,0.0437,8.3,27,10.3,41.02,0.69,-1.331,36.7472,9000
432,607.13,4.38,3.22,17,2.6571,0.0438,8.33,27,10.1,41.02,0.69,-1.3312,36.7471,9000
434,606.47,4.389,3.23,16,2.6572,0.0438,8.35,28,10,41.02,0.69,-1.3314,36.7471,9000
436,605.82,4.398,3.21,15,2.698,0.0445,8.37,29,9.9,41.02,0.7,-1.3316,36.7471,9000
438,605.06,4.408,3.09,15,2.698,0.0446,8.4,29,9.8,41.02,0.7,-1.3318,36.747,9000
440,604.23,4.419,3.03,14,2.698,0.0447,8.43,30,9.7,41.03,0.7,-1.3319,36.7469,9000
442,603.45,4.43,3.01,13,2.698,0.0447,8.46,31,9.6,41.03,0.7,-1.3321,36.7468,9000
444,602.65,4.44,2.99,12,2.6981,0.0448,8.49,32,9.6,41.04,0.7,-1.3323,36.7467,9000
446,601.87,4.451,2.89,12,2.6981,0.0448,8.51,32,9.5,41.03,0.7,-1.3324,36.7465,9000
448,601.21,4.46,2.83,12,2.6981,0.0449,8.54,33,9.5,41.03,0.7,-1.3325,36.7465,9000
450,600.56,4.469,2.76,11,2.6981,0.0449,8.56,34,9.5,41.03,0.7,-1.3326,36.7464,9000
452,599.86,4.478,2.66,11,2.698,0.045,8.58,34,9.4,41.02,0.7,-1.3327,36.7463,9000
454,599.19,4.487,2.63,10,2.698,0.045,8.61,35,9.3,41.02,0.7,-1.3328,36.7462,9000
456,598.54,4.496,2.68,9,2.698,0.0451,8.63,35,9.2,41.02,0.7,-1.333,36.7462,9000
458,597.87,4.505,2.73,9,2.7389,0.0458,8.66,36,9.1,41.02,0.71,-1.3332,36.7461,9000
460,597.1,4.515,2.63,8,2.7389,0.0459,8.68,36,9,41.02,0.71,-1.3333,36.7459,9000
462,596.23,4.527,2.42,8,2.7389,0.0459,8.72,36,8.8,41.02,0.71,-1.3335,36.7458,9000
464,595.43,4.538,2.39,8,2.739,0.046,8.74,37,8.6,41.03,0.71,-1.3337,36.7457,9000
466,594.75,4.547,2.41,8,2.739,0.0461,8.77,37,8.5,41.03,0.71,-1.3338,36.7457,9000
468,594.05,4.556,2.33,8,2.739,0.0461,8.79,37,8.3,41.03,0.71,-1.3339,36.7456,9000
470,593.38,4.566,2.22,8,2.7799,0.0468,8.82,37,8.1,41.03,0.72,-1.334,36.7455,9000
472,592.79,4.574,2.1,8,2.7798,0.0469,8.84,37,7.9,41.02,0.72,-1.334,36.7453,9000
474,592.13,4.583,1.96,8,2.7799,0.0469,8.87,37,7.8,41.03,0.72,-1.3341,36.7452,9000
476,591.36,4.593,1.88,8,2.7799,0.047,8.89,37,7.7,41.03,0.72,-1.3342,36.7451,9000
478,590.59,4.604,1.79,8,2.7798,0.0471,8.92,37,7.7,41.02,0.72,-1.3343,36.7451,9000
480,589.99,4.612,1.71,8,2.7798,0.0471,8.94,37,7.7,41.02,0.72,-1.3344,36.745,9000
482,589.45,4.619,1.66,8,2.7797,0.0472,8.96,37,7.7,41.01,0.72,-1.3345,36.745,9000
484,588.94,4.626,1.63,8,2.7797,0.0472,8.98,37,7.7,41.01,0.72,-1.3347,36.7449,9000
