Time,Press,GeopAlt,Temp,RH,O3_mPa,O3_ppmv,O3_DU,Wind_Dir,Wind_Spd,TPump,O3CellI,GPS_Lat,GPS_Lon,GPS_Alt
sec,hPa,km,C,%,mPa,ppmv,DU,deg,m/s,C,uA,deg,deg,km
3804,81.79,17.839,-76.87,8,1.8159,0.222,29.7,252,5.8,26.45,0.5,-1.2431,36.5697,9000
3806,81.67,17.848,-76.94,8,1.8158,0.222,29.72,252,5.8,26.43,0.5,-1.243,36.5699,9000
3808,81.57,17.855,-76.99,8,1.8159,0.223,29.74,251,5.8,26.43,0.5,-1.243,36.5699,9000
3810,81.45,17.863,-77.01,9,1.8552,0.228,29.76,251,5.8,26.4,0.51,-1.243,36.57,9000
3812,81.33,17.872,-77.01,8,1.8552,0.228,29.78,251,5.8,26.39,0.51,-1.2429,36.5702,9000
3814,81.23,17.879,-77.04,8,1.8551,0.228,29.8,250,5.8,26.38,0.51,-1.2429,36.5703,9000
3816,81.1,17.888,-77.13,8,1.855,0.229,29.82,250,5.8,26.36,0.51,-1.2428,36.5703,9000
3818,80.97,17.897,-77.22,8,1.8551,0.229,29.84,249,5.8,26.36,0.51,-1.2428,36.5704,9000
3820,80.86,17.905,-77.27,8,1.8549,0.229,29.86,249,5.8,26.33,0.51,-1.2428,36.5705,9000
3822,80.74,17.914,-77.26,8,1.8549,0.23,29.88,249,5.8,26.32,0.51,-1.2427,36.5707,9000
3824,80.61,17.923,-77.38,8,1.8548,0.23,29.91,248,5.8,26.3,0.51,-1.2427,36.5707,9000
3826,80.51,17.93,-77.51,8,1.8548,0.23,29.93,248,5.9,26.3,0.51,-1.2426,36.5708,9000
3828,80.41,17.937,-77.59,8,1.8547,0.231,29.94,248,5.9,26.28,0.51,-1.2426,36.5709,9000
3830,80.29,17.946,-77.66,8,1.8546,0.231,29.97,248,6,26.27,0.51,-1.2426,36.571,9000
3832,80.17,17.954,-77.74,8,1.8941,0.236,29.99,248,6.1,26.26,0.52,-1.2425,36.5711,9000
3834,80.06,17.962,-77.84,8,1.894,0.237,30.01,247,6.2,26.24,0.52,-1.2425,36.5712,9000
3836,79.94,17.971,-77.96,8,1.8939,0.237,30.03,247,6.4,26.22,0.52,-1.2425,36.5713,9000
3838,79.81,17.98,-78.06,8,1.8939,0.237,30.06,247,6.5,26.21,0.52,-1.2424,36.5714,9000
3840,79.7,17.988,-78.1,8,1.8938,0.238,30.08,247,6.6,26.2,0.52,-1.2423,36.5715,9000
3842,79.59,17.996,-78.16,8,1.8937,0.238,30.1,246,6.7,26.18,0.52,-1.2423,36.5716,9000
3844,79.47,18.004,-78.22,8,1.8543,0.233,30.12,246,6.8,26.18,0.51,-1.2423,36.5717,9000
3846,79.35,18.013,-78.29,8,1.8542,0.234,30.14,245,6.9,26.16,0.51,-1.2422,36.5719,9000
3848,79.23,18.021,-78.34,8,1.8542,0.234,30.16,245,7,26.15,0.51,-1.2421,36.572,9000
3850,79.11,18.03,-78.3,8,1.8542,0.234,30.19,244,7.1,26.14,0.51,-1.242,36.5721,9000
3852,78.99,18.039,-78.35,8,1.8541,0.235,30.21,243,7.2,26.12,0.51,-1.242,36.5722,9000
3854,78.87,18.048,-78.43,8,1.8145,0.23,30.23,242,7.3,26.1,0.5,-1.242,36.5723,9000
3856,78.74,18.057,-78.52,8,1.8145,0.23,30.25,241,7.4,26.09,0.5,-1.2419,36.5725,9000
3858,78.61,18.066,-78.66,8,1.8145,0.231,30.28,240,7.5,26.08,0.5,-1.2418,36.5726,9000
3860,78.46,18.077,-78.79,9,1.8144,0.231,30.31,239,7.6,26.06,0.5,-1.2418,36.5726,9000
3862,78.34,18.086,-78.77,9,1.7749,0.227,30.33,238,7.6,26.04,0.49,-1.2417,36.5728,9000
3864,78.24,18.093,-78.75,9,1.7749,0.227,30.34,237,7.7,26.04,0.49,-1.2416,36.5729,9000
3866,78.12,18.102,-78.81,9,1.6565,0.212,30.37,237,7.8,26.03,0.46,-1.2415,36.573,9000
3868,77.99,18.111,-78.83,9,1.6564,0.212,30.39,236,7.9,26.01,0.46,-1.2415,36.5731,9000
3870,77.86,18.121,-78.76,9,1.6564,0.213,30.41,235,8,26,0.46,-1.2414,36.5732,9000
3872,77.74,18.13,-78.79,9,1.7352,0.223,30.43,235,8,25.98,0.48,-1.2413,36.5734,9000
3874,77.63,18.138,-78.81,9,1.7746,0.229,30.45,234,8.1,25.97,0.49,-1.2411,36.5735,9000
3876,77.49,18.148,-78.8,9,1.814,0.234,30.48,234,8.1,25.96,0.5,-1.2411,36.5736,9000
3878,77.37,18.157,-78.76,9,1.814,0.234,30.5,233,8.1,25.95,0.5,-1.241,36.5737,9000
3880,77.25,18.166,-78.71,9,1.8139,0.235,30.52,233,8.1,25.92,0.5,-1.2409,36.5739,9000
3882,77.13,18.174,-78.65,9,1.8138,0.235,30.54,233,8.1,25.91,0.5,-1.2408,36.574,9000
3884,77.02,18.183,-78.67,9,1.8137,0.235,30.56,232,8.1,25.89,0.5,-1.2407,36.574,9000
3886,76.9,18.191,-78.77,9,1.8138,0.236,30.58,232,8,25.89,0.5,-1.2406,36.5742,9000
3888,76.79,18.2,-78.88,9,1.8137,0.236,30.61,232,8,25.87,0.5,-1.2405,36.5744,9000
3890,76.67,18.208,-78.9,9,1.8137,0.237,30.63,231,7.9,25.86,0.5,-1.2404,36.5745,9000
3892,76.54,18.218,-78.85,9,1.8136,0.237,30.65,231,7.8,25.85,0.5,-1.2403,36.5746,9000
3894,76.42,18.227,-78.86,9,1.8136,0.237,30.67,230,7.7,25.83,0.5,-1.2402,36.5747,9000
3896,76.31,18.235,-78.93,9,1.8136,0.238,30.69,230,7.6,25.83,0.5,-1.2401,36.5749,9000
3898,76.19,18.244,-79.01,9,1.8135,0.238,30.72,229,7.5,25.81,0.5,-1.24,36.575,9000
3900,76.06,18.254,-79.06,9,1.8135,0.238,30.74,228,7.5,25.81,0.5,-1.2399,36.575,9000
3902,75.94,18.263,-79.08,9,1.8529,0.244,30.76,228,7.4,25.8,0.51,-1.2399,36.5751,9000
3904,75.82,18.272,-79.12,9,1.8527,0.244,30.79,227,7.3,25.77,0.51,-1.2398,36.5753,9000
3906,75.71,18.28,-79.19,9,1.8528,0.245,30.81,226,7.2,25.77,0.51,-1.2397,36.5754,9000
3908,75.58,18.29,-79.19,9,1.8526,0.245,30.83,225,7.2,25.74,0.51,-1.2396,36.5754,9000
3910,75.45,18.3,-78.94,9,1.8131,0.24,30.86,224,7.1,25.72,0.5,-1.2395,36.5755,9000
3912,75.34,18.308,-78.72,9,1.8131,0.241,30.88,223,7.1,25.71,0.5,-1.2394,36.5757,9000
3914,75.21,18.318,-78.66,9,1.8131,0.241,30.9,222,7,25.7,0.5,-1.2393,36.5758,9000
3916,75.09,18.327,-78.45,9,1.8524,0.247,30.93,221,7,25.68,0.51,-1.2392,36.5758,9000
3918,74.98,18.335,-78.27,9,1.8524,0.247,30.95,220,7,25.68,0.51,-1.2391,36.5758,9000
3920,74.86,18.344,-78.33,9,1.8918,0.253,30.97,219,6.9,25.67,0.52,-1.239,36.576,9000
3922,74.73,18.354,-78.41,9,1.9311,0.258,31,218,6.9,25.65,0.53,-1.2389,36.5761,9000
3924,74.63,18.362,-78.39,9,1.931,0.259,31.02,217,6.9,25.63,0.53,-1.2388,36.5761,9000
3926,74.53,18.369,-78.4,9,1.9704,0.264,31.04,216,6.9,25.61,0.54,-1.2387,36.5761,9000
3928,74.42,18.378,-78.48,9,1.9703,0.265,31.06,215,6.8,25.6,0.54,-1.2386,36.5762,9000
3930,74.3,18.387,-78.54,9,2.0097,0.27,31.09,214,6.8,25.59,0.55,-1.2385,36.5763,9000
3932,74.19,18.396,-78.57,9,2.0096,0.271,31.11,213,6.8,25.57,0.55,-1.2384,36.5764,9000
3934,74.08,18.404,-78.55,9,2.049,0.277,31.14,212,6.8,25.56,0.56,-1.2383,36.5765,9000
3936,73.96,18.413,-78.52,9,2.049,0.277,31.16,211,6.8,25.55,0.56,-1.2382,36.5766,9000
3938,73.85,18.422,-78.52,9,2.0489,0.277,31.19,210,6.9,25.54,0.56,-1.2381,36.5766,9000
3940,73.74,18.43,-78.56,9,2.0488,0.278,31.21,209,6.9,25.52,0.56,-1.2379,36.5766,9000
3942,73.63,18.439,-78.62,9,2.0488,0.278,31.23,208,6.9,25.52,0.56,-1.2378,36.5767,9000
3944,73.52,18.447,-78.71,9,2.0882,0.284,31.26,207,6.8,25.51,0.57,-1.2378,36.5768,9000
3946,73.42,18.455,-78.77,9,2.0881,0.284,31.28,205,6.8,25.49,0.57,-1.2376,36.5769,9000
3948,73.31,18.463,-78.71,9,2.088,0.285,31.31,204,6.8,25.48,0.57,-1.2374,36.5769,9000
3950,73.2,18.472,-78.67,9,2.088,0.285,31.33,203,6.7,25.47,0.57,-1.2374,36.5769,9000
3952,73.09,18.481,-78.64,9,2.088,0.286,31.36,202,6.7,25.46,0.57,-1.2373,36.577,9000
3954,72.99,18.488,-78.65,9,2.1272,0.291,31.38,200,6.6,25.43,0.58,-1.2371,36.5771,9000
3956,72.89,18.496,-78.63,9,2.1272,0.292,31.4,199,6.5,25.42,0.58,-1.237,36.5771,9000
3958,72.79,18.504,-78.49,9,2.1271,0.292,31.42,197,6.4,25.41,0.58,-1.2369,36.5771,9000
3960,72.68,18.513,-78.04,9,2.127,0.293,31.45,196,6.4,25.39,0.58,-1.2368,36.5772,9000
3962,72.57,18.521,-77.61,9,2.127,0.293,31.48,194,6.3,25.38,0.58,-1.2367,36.5772,9000
3964,72.48,18.528,-77.31,9,2.1663,0.299,31.5,192,6.2,25.37,0.59,-1.2365,36.5772,9000
3966,72.39,18.536,-76.75,9,2.1663,0.299,31.52,191,6,25.36,0.59,-1.2365,36.5772,9000
3968,72.28,18.544,-76.15,9,2.2056,0.305,31.54,189,5.9,25.34,0.6,-1.2364,36.5773,9000
3970,72.18,18.552,-75.77,9,2.2449,0.311,31.57,187,5.8,25.32,0.61,-1.2362,36.5773,9000
3972,72.09,18.559,-75.56,9,2.2843,0.317,31.59,185,5.7,25.32,0.62,-1.2361,36.5773,9000
3974,72,18.567,-75.43,9,2.3235,0.323,31.61,184,5.6,25.29,0.63,-1.236,36.5772,9000
3976,71.91,18.574,-75.28,9,2.3629,0.329,31.64,182,5.5,25.29,0.64,-1.236,36.5773,9000
3978,71.82,18.581,-75.19,9,2.3628,0.329,31.66,180,5.4,25.28,0.64,-1.2358,36.5773,9000
3980,71.72,18.589,-75.25,9,2.4414,0.34,31.69,178,5.3,25.26,0.66,-1.2357,36.5773,9000
3982,71.63,18.597,-75.29,9,2.4807,0.346,31.71,176,5.2,25.25,0.67,-1.2356,36.5772,9000
3984,71.53,18.605,-75.34,9,2.5201,0.352,31.74,175,5.2,25.24,0.68,-1.2356,36.5773,9000
3986,71.44,18.612,-75.4,9,2.5593,0.358,31.76,173,5.1,25.22,0.69,-1.2354,36.5773,9000
3988,71.34,18.62,-75.47,9,2.5593,0.359,31.79,171,5,25.21,0.69,-1.2353,36.5772,9000
3990,71.24,18.628,-75.56,9,2.5986,0.365,31.82,170,4.9,25.2,0.7,-1.2353,36.5772,9000
3992,71.15,18.635,-75.63,9,2.6379,0.371,31.85,168,4.8,25.18,0.71,-1.2352,36.5772,9000
3994,71.04,18.644,-75.65,9,2.6377,0.371,31.88,166,4.7,25.16,0.71,-1.235,36.5772,9000
3996,70.94,18.653,-75.7,9,2.6771,0.377,31.91,165,4.6,25.15,0.72,-1.235,36.5771,9000
3998,70.85,18.66,-75.76,8,2.7164,0.383,31.94,163,4.5,25.14,0.73,-1.235,36.5771,9000
4000,70.76,18.667,-75.78,8,2.7557,0.389,31.96,161,4.4,25.13,0.74,-1.2349,36.5772,9000
4002,70.65,18.676,-75.82,8,2.7556,0.39,32,158,4.3,25.11,0.74,-1.2347,36.5771,9000
4004,70.52,18.687,-75.88,8,2.7555,0.391,32.04,157,4.3,25.1,0.74,-1.2347,36.577,9000
4006,70.43,18.694,-75.88,8,2.7948,0.397,32.06,155,4.3,25.08,0.75,-1.2347,36.577,9000
4008,70.34,18.702,-75.89,8,2.7947,0.397,32.09,153,4.3,25.07,0.75,-1.2346,36.5771,9000
4010,70.24,18.71,-75.98,8,2.834,0.403,32.12,152,4.4,25.06,0.76,-1.2345,36.5769,9000
4012,70.13,18.719,-75.96,8,2.8339,0.404,32.16,151,4.4,25.04,0.76,-1.2345,36.5769,9000
4014,70.02,18.728,-75.89,8,2.834,0.405,32.19,150,4.5,25.04,0.76,-1.2344,36.5769,9000
4016,69.93,18.735,-75.75,8,2.8337,0.405,32.22,150,4.6,25.01,0.76,-1.2343,36.5769,9000
4018,69.83,18.744,-75.52,8,2.8337,0.406,32.26,150,4.8,25,0.76,-1.2342,36.5767,9000
4020,69.73,18.752,-75.09,8,2.873,0.412,32.29,151,5,25,0.77,-1.2342,36.5767,9000
4022,69.62,18.761,-74.77,8,2.873,0.413,32.32,152,5.1,24.99,0.77,-1.2341,36.5767,9000
4024,69.51,18.77,-74.72,8,2.8728,0.413,32.36,153,5.3,24.97,0.77,-1.234,36.5767,9000
4026,69.4,18.779,-74.7,8,2.8727,0.414,32.4,154,5.5,24.95,0.77,-1.234,36.5765,9000
4028,69.3,18.788,-74.7,8,2.912,0.42,32.43,155,5.7,24.94,0.78,-1.2339,36.5765,9000
4030,69.2,18.796,-74.72,8,2.9513,0.426,32.46,157,5.9,24.93,0.79,-1.2337,36.5765,9000
4032,69.08,18.806,-74.84,8,2.9513,0.427,32.5,158,6.1,24.92,0.79,-1.2336,36.5764,9000
4034,68.97,18.816,-74.96,8,2.9905,0.434,32.54,159,6.3,24.9,0.8,-1.2335,36.5764,9000
4036,68.87,18.824,-74.95,8,2.9904,0.434,32.57,161,6.4,24.89,0.8,-1.2334,36.5764,9000
4038,68.77,18.832,-74.95,8,2.9903,0.435,32.61,162,6.5,24.87,0.8,-1.2333,36.5763,9000
4040,68.67,18.841,-75.02,8,3.1083,0.453,32.64,163,6.6,24.86,0.83,-1.2331,36.5763,9000
4042,68.57,18.849,-75.13,8,3.1081,0.453,32.68,164,6.7,24.84,0.83,-1.233,36.5763,9000
4044,68.46,18.859,-75.24,8,3.1475,0.46,32.72,166,6.8,24.83,0.84,-1.2329,36.5763,9000
4046,68.34,18.869,-75.25,8,3.1474,0.461,32.76,167,6.8,24.82,0.84,-1.2328,36.5762,9000
4048,68.23,18.878,-75.25,8,3.1473,0.461,32.8,168,6.9,24.8,0.84,-1.2326,36.5762,9000
4050,68.13,18.887,-75.36,8,2.9505,0.433,32.84,169,6.9,24.79,0.79,-1.2325,36.5762,9000
4052,68.02,18.896,-75.48,8,2.9112,0.428,32.87,171,6.9,24.78,0.78,-1.2324,36.5762,9000
4054,67.9,18.906,-75.59,8,2.911,0.429,32.92,172,7,24.76,0.78,-1.2323,36.5761,9000
4056,67.79,18.916,-75.7,8,3.0289,0.447,32.95,173,7,24.75,0.81,-1.2322,36.5761,9000
4058,67.68,18.925,-75.76,8,3.1469,0.465,32.99,174,7.1,24.74,0.84,-1.232,36.5761,9000
4060,67.59,18.933,-75.81,8,3.1862,0.471,33.03,175,7.2,24.73,0.85,-1.2318,36.5761,9000
4062,67.47,18.943,-75.93,8,3.1862,0.472,33.07,176,7.3,24.73,0.85,-1.2318,36.5761,9000
4064,67.35,18.953,-76.06,8,3.186,0.473,33.12,177,7.5,24.7,0.85,-1.2317,36.5761,9000
4066,67.23,18.963,-76.17,8,3.1465,0.468,33.16,177,7.6,24.68,0.84,-1.2315,36.5761,9000
4068,67.13,18.972,-76.2,8,3.1465,0.469,33.2,178,7.8,24.67,0.84,-1.2313,36.5761,9000
4070,67.03,18.981,-76.28,7,2.9891,0.446,33.23,178,8,24.66,0.8,-1.2312,36.5761,9000
4072,66.95,18.987,-76.33,7,2.9891,0.446,33.26,178,8.3,24.65,0.8,-1.2311,36.5761,9000
4074,66.84,18.997,-76.33,7,2.989,0.447,33.3,179,8.5,24.64,0.8,-1.2309,36.5761,9000
4076,66.72,19.007,-76.3,7,3.1461,0.472,33.34,179,8.8,24.61,0.84,-1.2307,36.5761,9000
4078,66.61,19.017,-76.35,7,3.1855,0.478,33.39,179,9.1,24.61,0.85,-1.2306,36.5761,9000
4080,66.5,19.026,-76.48,7,3.2247,0.485,33.43,179,9.3,24.59,0.86,-1.2304,36.5761,9000
4082,66.38,19.037,-76.63,7,3.2246,0.486,33.47,180,9.6,24.58,0.86,-1.2302,36.5761,9000
4084,66.28,19.045,-76.72,7,3.2245,0.486,33.51,180,9.9,24.56,0.86,-1.23,36.576,9000
4086,66.2,19.052,-76.74,7,3.1852,0.481,33.54,181,10.1,24.56,0.85,-1.2298,36.5761,9000
4088,66.09,19.062,-76.84,7,3.1458,0.476,33.58,181,10.4,24.54,0.84,-1.2297,36.5761,9000
4090,65.98,19.072,-76.92,7,3.1456,0.477,33.63,182,10.6,24.52,0.84,-1.2295,36.5761,9000
4092,65.88,19.08,-76.99,7,3.1457,0.477,33.66,182,10.9,24.52,0.84,-1.2293,36.5761,9000
4094,65.77,19.09,-76.99,7,3.1455,0.478,33.7,183,11.1,24.51,0.84,-1.229,36.5762,9000
4096,65.66,19.099,-76.95,7,3.1455,0.479,33.75,183,11.3,24.5,0.84,-1.2289,36.5762,9000
4098,65.55,19.109,-77.07,7,3.1454,0.48,33.79,184,11.4,24.48,0.84,-1.2287,36.5762,9000
4100,65.43,19.12,-77.2,7,3.1451,0.481,33.83,184,11.6,24.45,0.84,-1.2285,36.5761,9000
4102,65.32,19.129,-77.29,7,3.0665,0.469,33.87,185,11.7,24.44,0.82,-1.2283,36.5761,9000
4104,65.23,19.137,-77.3,7,2.8306,0.434,33.91,185,11.8,24.44,0.76,-1.228,36.5762,9000
4106,65.15,19.144,-77.32,7,2.8305,0.434,33.93,186,11.8,24.42,0.76,-1.2278,36.5762,9000
4108,65.05,19.153,-77.35,7,2.7912,0.429,33.97,186,11.8,24.42,0.75,-1.2275,36.5762,9000
4110,64.95,19.162,-77.46,7,2.7911,0.43,34,187,11.8,24.4,0.75,-1.2273,36.5763,9000
4112,64.86,19.17,-77.48,7,2.8304,0.436,34.03,187,11.8,24.39,0.76,-1.2271,36.5764,9000
4114,64.78,19.177,-77.49,7,2.8694,0.443,34.06,187,11.7,24.36,0.77,-1.2269,36.5764,9000
4116,64.69,19.185,-77.52,7,2.9088,0.45,34.09,188,11.6,24.36,0.78,-1.2267,36.5764,9000
4118,64.59,19.194,-77.59,7,2.948,0.456,34.13,188,11.4,24.34,0.79,-1.2264,36.5764,9000
4120,64.49,19.202,-77.63,7,2.9479,0.457,34.16,188,11.3,24.33,0.79,-1.2262,36.5765,9000
4122,64.39,19.211,-77.6,7,2.9479,0.458,34.2,188,11.2,24.32,0.79,-1.2261,36.5766,9000
4124,64.29,19.22,-77.59,7,2.9872,0.465,34.24,188,11,24.31,0.8,-1.2258,36.5765,9000
4126,64.2,19.228,-77.56,7,3.0263,0.471,34.27,188,10.9,24.29,0.81,-1.2256,36.5765,9000
4128,64.1,19.237,-77.53,7,3.0263,0.472,34.31,188,10.7,24.28,0.81,-1.2255,36.5766,9000
4130,64,19.246,-77.62,7,3.0655,0.479,34.34,188,10.6,24.27,0.82,-1.2253,36.5766,9000
4132,63.91,19.254,-77.68,7,3.0654,0.48,34.38,188,10.5,24.26,0.82,-1.2251,36.5766,9000
4134,63.82,19.262,-77.7,7,3.1046,0.486,34.41,188,10.4,24.24,0.83,-1.2249,36.5766,9000
4136,63.71,19.272,-77.72,7,3.1046,0.487,34.46,187,10.3,24.24,0.83,-1.2247,36.5767,9000
4138,63.61,19.281,-77.7,7,3.1437,0.494,34.49,187,10.2,24.21,0.84,-1.2246,36.5768,9000
4140,63.52,19.289,-77.63,7,3.3402,0.526,34.53,186,10.1,24.21,0.89,-1.2244,36.5767,9000
4142,63.43,19.297,-77.42,7,3.3401,0.527,34.57,185,10,24.19,0.89,-1.2241,36.5768,9000
4144,63.34,19.305,-77.17,7,3.34,0.527,34.6,184,9.9,24.18,0.89,-1.224,36.5769,9000
4146,63.25,19.314,-76.87,7,3.3792,0.534,34.64,183,9.8,24.16,0.9,-1.2238,36.5769,9000
4148,63.17,19.321,-76.69,7,3.3398,0.529,34.68,182,9.7,24.15,0.89,-1.2236,36.5769,9000
4150,63.08,19.329,-76.53,7,3.3398,0.529,34.71,182,9.5,24.14,0.89,-1.2234,36.5768,9000
4152,62.98,19.338,-76.48,7,3.3396,0.53,34.76,181,9.4,24.12,0.89,-1.2233,36.5769,9000
4154,62.87,19.348,-76.44,7,3.3396,0.531,34.8,180,9.2,24.11,0.89,-1.2231,36.5769,9000
4156,62.79,19.356,-76.43,7,3.3394,0.532,34.84,179,9,24.09,0.89,-1.2229,36.5768,9000
4158,62.68,19.366,-76.43,7,3.3785,0.539,34.88,179,8.9,24.07,0.9,-1.2227,36.5768,9000
4160,62.59,19.374,-76.44,7,3.3785,0.54,34.92,179,8.7,24.06,0.9,-1.2226,36.5769,9000
4162,62.5,19.382,-76.31,7,3.3785,0.541,34.96,179,8.5,24.05,0.9,-1.2225,36.5768,9000
4164,62.42,19.39,-76.15,7,3.3785,0.541,34.99,180,8.3,24.05,0.9,-1.2223,36.5768,9000
4166,62.32,19.399,-76.09,7,3.4176,0.548,35.04,181,8.2,24.03,0.91,-1.2221,36.5767,9000
4168,62.22,19.408,-75.88,7,3.4568,0.556,35.08,182,8.1,24.01,0.92,-1.222,36.5768,9000
4170,62.15,19.415,-75.73,7,3.4567,0.556,35.11,183,7.9,24.01,0.92,-1.2219,36.5768,9000
4172,62.07,19.422,-75.54,7,3.4567,0.557,35.15,184,7.8,24,0.92,-1.2217,36.5767,9000
4174,61.99,19.43,-75.41,7,3.535,0.57,35.18,185,7.8,23.98,0.94,-1.2215,36.5768,9000
4176,61.9,19.438,-75.44,7,3.5742,0.577,35.22,186,7.7,23.96,0.95,-1.2214,36.5768,9000
4178,61.8,19.447,-75.36,7,3.6135,0.585,35.27,187,7.6,23.96,0.96,-1.2213,36.5768,9000
4180,61.71,19.456,-75.21,7,3.6133,0.586,35.31,188,7.5,23.94,0.96,-1.2212,36.5768,9000
4182,61.62,19.464,-75.15,7,3.6526,0.593,35.35,188,7.5,23.93,0.97,-1.221,36.5769,9000
4184,61.53,19.473,-75.09,7,3.6524,0.594,35.39,188,7.4,23.91,0.97,-1.2209,36.577,9000
4186,61.44,19.481,-74.96,7,3.6525,0.594,35.44,188,7.2,23.91,0.97,-1.2208,36.577,9000
4188,61.36,19.489,-74.83,7,3.6916,0.602,35.47,187,7.1,23.89,0.98,-1.2206,36.5769,9000
4190,61.27,19.497,-74.7,7,3.6915,0.602,35.52,186,6.9,23.88,0.98,-1.2204,36.577,9000
4192,61.18,19.506,-74.58,7,3.7307,0.61,35.56,184,6.7,23.87,0.99,-1.2203,36.5771,9000
4194,61.09,19.514,-74.56,7,3.7697,0.617,35.6,182,6.5,23.84,1,-1.2202,36.577,9000
4196,60.99,19.524,-74.54,7,3.7697,0.618,35.65,180,6.2,23.83,1,-1.22,36.577,9000
4198,60.89,19.534,-74.5,7,3.8089,0.626,35.7,177,6,23.82,1.01,-1.22,36.577,9000
4200,60.82,19.54,-74.46,7,3.8875,0.639,35.74,173,5.7,23.82,1.03,-1.2199,36.5771,9000
4202,60.72,19.55,-74.36,7,3.8873,0.64,35.79,169,5.5,23.8,1.03,-1.2198,36.577,9000
4204,60.63,19.558,-74.3,7,3.9265,0.648,35.83,164,5.3,23.79,1.04,-1.2196,36.5769,9000
4206,60.54,19.567,-74.31,7,3.9656,0.655,35.88,158,5.1,23.77,1.05,-1.2195,36.577,9000
4208,60.44,19.577,-74.14,7,3.9656,0.656,35.93,152,5,23.76,1.05,-1.2195,36.5769,9000
4210,60.37,19.583,-73.96,7,4.0046,0.663,35.97,146,4.9,23.75,1.06,-1.2194,36.5768,9000
4212,60.3,19.59,-73.94,7,4.0044,0.664,36,139,4.9,23.73,1.06,-1.2193,36.5769,9000
4214,60.21,19.599,-73.77,7,4.0436,0.672,36.05,132,4.9,23.72,1.07,-1.2192,36.5769,9000
4216,60.12,19.608,-73.53,6,4.083,0.679,36.1,126,5.1,23.72,1.08,-1.2192,36.5767,9000
4218,60.04,19.615,-73.33,6,4.0826,0.68,36.14,120,5.3,23.69,1.08,-1.2191,36.5766,9000
4220,59.95,19.624,-72.93,6,4.0827,0.681,36.19,114,5.5,23.69,1.08,-1.2191,36.5766,9000
4222,59.87,19.632,-72.36,6,4.2003,0.702,36.23,109,5.8,23.67,1.11,-1.2191,36.5765,9000
4224,59.79,19.64,-71.95,6,4.2002,0.702,36.28,106,6.2,23.66,1.11,-1.2191,36.5763,9000
4226,59.71,19.648,-71.7,6,4.2785,0.717,36.32,102,6.5,23.64,1.13,-1.219,36.5762,9000
4228,59.62,19.657,-71.55,6,4.3177,0.724,36.37,100,6.9,23.63,1.14,-1.219,36.5761,9000
4230,59.53,19.666,-71.53,6,4.3962,0.738,36.43,97,7.2,23.62,1.16,-1.2191,36.576,9000
4232,59.44,19.674,-71.49,6,4.4354,0.746,36.48,96,7.5,23.61,1.17,-1.2191,36.5758,9000
4234,59.35,19.683,-71.38,6,4.5137,0.761,36.53,94,7.8,23.59,1.19,-1.219,36.5757,9000
4236,59.26,19.692,-71.32,6,4.592,0.775,36.59,93,8,23.57,1.21,-1.219,36.5756,9000
4238,59.18,19.7,-71.31,6,4.6705,0.789,36.64,92,8.2,23.57,1.23,-1.2191,36.5754,9000
4240,59.08,19.71,-71.17,6,4.7096,0.797,36.7,91,8.3,23.55,1.24,-1.219,36.5752,9000
4242,59,19.718,-71.01,6,4.7486,0.805,36.75,90,8.3,23.53,1.25,-1.219,36.5751,9000
4244,58.9,19.728,-70.75,6,4.788,0.813,36.81,89,8.3,23.53,1.26,-1.219,36.5749,9000
4246,58.8,19.739,-70.43,6,4.827,0.821,36.88,88,8.3,23.51,1.27,-1.219,36.5747,9000
4248,58.72,19.747,-70.3,6,4.9054,0.835,36.93,87,8.2,23.5,1.29,-1.2189,36.5745,9000
4250,58.64,19.755,-70.18,6,4.9444,0.843,36.98,86,8,23.49,1.3,-1.219,36.5745,9000
4252,58.56,19.763,-70.03,6,4.9445,0.844,37.04,85,7.8,23.49,1.3,-1.219,36.5743,9000
4254,58.46,19.773,-69.97,6,4.9836,0.852,37.1,83,7.5,23.47,1.31,-1.219,36.5741,9000
4256,58.37,19.782,-69.91,6,5.0227,0.861,37.16,82,7.3,23.46,1.32,-1.2189,36.574,9000
4258,58.28,19.791,-69.85,5,5.0619,0.869,37.23,80,7,23.45,1.33,-1.219,36.5739,9000
4260,58.18,19.802,-69.8,5,5.1008,0.877,37.29,78,6.6,23.42,1.34,-1.2191,36.5737,9000
4262,58.09,19.811,-69.79,5,5.1401,0.885,37.36,77,6.3,23.42,1.35,-1.2191,36.5736,9000
4264,58,19.82,-69.8,5,5.1399,0.886,37.42,75,6,23.4,1.35,-1.2191,36.5735,9000
4266,57.91,19.829,-69.76,5,5.1791,0.894,37.48,73,5.6,23.39,1.36,-1.2192,36.5734,9000
4268,57.82,19.838,-69.67,5,5.2182,0.902,37.55,71,5.3,23.38,1.37,-1.2192,36.5733,9000
4270,57.72,19.849,-69.75,5,5.2573,0.911,37.62,70,4.9,23.36,1.38,-1.2192,36.5732,9000
4272,57.63,19.858,-69.78,5,5.2572,0.912,37.68,68,4.6,23.35,1.38,-1.2192,36.5732,9000
4274,57.54,19.867,-69.8,5,5.2573,0.914,37.75,65,4.3,23.35,1.38,-1.2193,36.5731,9000
4276,57.46,19.876,-69.84,5,5.2963,0.922,37.81,62,4.1,23.33,1.39,-1.2193,36.573,9000
